feature,label
2.5008038571445765,1
3.997210476644189,0
2.4350958179212467,1
34.32932370456418,0
2.6653085183880623,1
1.4304803724323234,1
-2.2908944458255283,0
2.460464923034948,1
-31.421556122817258,0
2.8151245862550147,1
2.3276855340164717,0
2.154628569838134,1
-17.57321758445509,0
3.972353282244284,0
-14.004008459026167,0
-3.1845872022953676,0
12.533911146104296,0
29.34330970382308,0
3.52041128336848,1
1.3526147519149396,1
9.882477184430194,0
2.4243707400664727,1
2.04780485573627,1
11.686517969890291,0
1.8957997724834552,1
-29.093258257249857,0
3.2231935787427175,1
-23.532392418436558,0
14.021122013154542,0
7.632304684912921,0
1.2163551161093895,0
22.999067674118727,0
28.659084451648333,0
6.115546237020039,0
15.025636966359421,0
-2.2022321603828656,0
2.786981135928281,1
1.759979736344943,1
12.575841086251398,0
26.39267359834529,0
-24.865833709052726,0
2.9397923335972322,1
0.6567453459984445,0
-39.70517650516101,0
2.2980423583168177,1
23.50275001391888,0
-10.089699747109531,0
-1.8418656662153379,0
12.818224944541731,0
3.219754355930502,1
1.6958337774237227,1
1.8371380858897184,0
0.8120559375401835,1
10.618679301902343,0
-6.171633455133485,0
1.4935295304539145,1
1.8382069533073686,1
1.7893644558722839,1
1.574440546634071,1
-8.577097108596218,0
1.4875311430983582,1
-2.1664557910432345,0
3.3764484515010444,1
6.374569212171476,0
1.1618821882625059,1
2.9996105572871485,1
-9.37375529274598,0
2.337319435517953,1
-10.378439811698678,0
2.1726088316881773,1
3.1591342502416513,1
-3.336660730129431,0
1.2637196251547296,1
25.526276654180194,0
34.48485260925178,0
-15.99445475266631,0
2.8019177278483616,1
4.059866932647294,0
10.770944578529596,0
1.0476954668852452,1
-12.747093841388253,0
31.043019101874098,0
0.9383374678951713,1
1.9451068491522243,1
1.9637668259169547,1
0.8389288282486631,1
1.057316662224252,1
2.1090890333381913,0
14.650536279923525,0
1.4437255329711083,1
2.9955521055048853,1
1.1463621716171577,1
8.90562343203667,0
3.76761824374612,0
3.1861867930997714,1
1.0276007357167607,1
6.7337886886294775,0
2.6970716168808098,1
2.839083923265219,1
1.8770387606957366,1
-28.354890740616995,0
2.1904762331646546,0
-9.307330856138796,0
2.4191186950365977,1
-5.963311555075588,0
-4.058843494695668,0
0.7404013116592003,0
-2.7194484080182253,0
3.6849218683085905,0
1.9609061276967237,0
10.537263999580484,0
2.2208706634289666,1
10.481174843827153,0
0.875262958377153,1
-6.638101477107774,0
13.844083043047334,0
-8.847947910291747,0
7.6459500298152765,0
-0.22342363360075312,0
2.472321579914778,1
2.2962238340106977,1
7.184866718012664,0
-29.423047057159533,0
-10.806790823312319,0
-0.22833100262065553,0
4.09685017762053,1
15.798403607384452,0
11.334097335551261,0
2.9558670977083246,1
18.919287476238072,0
1.6367181781258495,1
3.101473829223152,1
7.987705892654686,0
-11.979869714115125,0
-4.827706370835488,0
1.8956978130773539,1
4.0424077721042275,1
0.5340931660780694,1
1.5225926878478422,1
3.04194249336464,1
2.497468356937906,1
-11.146926383206036,0
1.454058137840621,1
-4.465428356151931,0
2.646927595833655,1
-9.932665010474667,0
10.903077121174665,0
1.818673757576283,1
-11.07612650225552,0
1.2370101087447805,0
0.8486496661829699,1
12.512835136382623,0
3.8943531046955684,0
2.0549970884978035,1
20.855127108597408,0
16.736593419726944,0
4.695726362050346,0
1.4721487773056932,1
12.617078212667048,0
0.35512457084089477,1
7.378829683397228,0
10.953963933474519,0
10.341814696255717,0
2.080092230392291,1
3.028941117110671,1
1.2705184568121786,1
0.1423888810651559,1
2.2519681864931855,1
-11.052638298872404,0
2.6157336392229245,1
16.059098281322044,0
29.989730240817096,0
2.499815364961346,1
2.8056936221020083,1
6.924662398713433,0
0.45841830171787534,1
1.0118104893189293,0
1.8915780138553342,1
-1.1718701933810558,0
2.9473158872116656,1
1.6175069555618937,1
-6.536987992960427,0
1.9648452021606537,1
1.0264648473489775,1
27.635634704494368,0
-17.53396038265748,0
2.1876463259525782,1
1.474863510365886,1
2.9084757543078466,1
4.384139020863296,1
3.787389240476263,0
-0.5336711689525977,0
0.42848673812077864,1
-20.616598614539985,0
-14.602586804987997,0
-12.006896984067575,0
8.257706984880475,0
37.67280189959907,0
4.67215415170898,0
1.7989713290801932,1
2.0614205968871055,1
6.527078159714958,0
-12.065370546015696,0
-10.335951600162593,0
3.527894525367107,0
1.9618190613787032,0
3.5281300848252446,1
1.7451521486437231,1
-4.686906006894811,0
0.7926695539520618,0
1.6169834063085529,1
-7.026149728243114,0
-5.002907324601256,0
-20.6436943829052,0
-8.14748641604523,0
1.8972682765815967,1
8.547155542710765,0
-13.928606701823561,0
-4.520654747321634,0
2.882224261183499,1
-11.048427648236611,0
12.65459495891268,0
14.839150172166661,0
8.587326972118245,0
2.2762007086388825,1
1.312741410871456,1
7.952700081042321,0
-6.505640016326932,0
1.9341319604724048,1
7.127377287032481,0
2.178426513352633,1
-6.483401375540096,0
1.7375147947953797,1
1.3563256059716569,1
0.6583456749323364,1
4.448860016649128,0
-0.7715999383440111,0
-6.03561107810293,0
3.445609248534061,1
-4.344712790166315,0
15.368576211854124,0
3.0680929325573936,1
-19.302920522597393,0
-9.496620231433607,0
2.934099129367895,1
5.772732588032415,0
3.305618928767431,0
3.3851017617661103,1
3.029350529862629,0
4.570836630138382,1
-0.7821148570372696,0
-22.488245122054636,0
-0.3812121407291298,0
6.5838887994331055,0
2.5797850388314285,1
-9.128218224017631,0
13.613029439442903,0
24.59775237694325,0
2.840729310393808,1
0.6968271163424713,1
-18.650469324131194,0
2.7137526979586606,1
4.224233591514871,0
2.249940117533976,1
19.830618372272586,0
1.5973608089510618,1
-14.84878046760781,0
7.0684196379000035,0
23.875902125518934,0
-7.909741090418036,0
1.9255415836856336,1
3.8302448491480536,1
-0.9249077304548905,0
1.1381265844381905,1
3.3497809384644226,1
2.18438728939261,1
-11.296237898061598,0
-0.07614378704978986,0
2.1951259913765044,1
10.980790851118845,0
2.558542151731656,1
2.1343570153593157,1
-18.695108646250663,0
2.0964321948812983,1
2.8016276222711003,1
10.11257639984888,0
-9.468351360341288,0
3.2092592648298623,1
12.01059415978404,0
29.299165033481884,0
2.658898530942454,1
1.2002287999541226,1
1.769729074490483,1
3.2312401286888903,1
-0.8289270437796197,0
-27.183828759634366,0
5.018983151922425,0
3.1260024970423297,1
2.339219611455637,1
18.596206613077026,0
-2.9563590099294963,0
6.958286724161948,0
2.2466690008533994,1
2.7385950577675393,1
1.4275196594084716,0
0.3535178560830612,1
1.365843583236678,1
2.21389520288874,1
-26.49427588075113,0
13.560136262584875,0
-9.915461127988769,0
1.6248192071683345,1
1.7993826761470095,1
-15.564829692770065,0
10.587576687095273,0
19.050820673909342,0
2.350789047728591,1
1.909652909063536,1
2.945778580719902,1
3.1664749653870263,1
32.77921646716324,0
1.7748291618243741,1
-12.292192239313525,0
12.806193454119201,0
15.449038381043959,0
-6.699514873622144,0
3.13833517321388,1
-19.211616968477173,0
2.4147338347764196,1
-9.870096497792035,0
-2.444607569233952,0
1.6533023046558826,0
0.6119181504983904,1
-13.948407060626472,0
7.511574836044999,0
0.6695113840060032,1
-9.346157752571678,0
-19.35756732290791,0
-2.7049839193695915,0
1.0354739487271767,1
1.044492378428193,1
17.2809610894452,0
2.132811505960744,1
11.768132825535936,0
32.77495432035772,0
0.7496451162068596,1
27.419361457337995,0
0.8469271963763221,1
2.9519056948787297,1
-7.4873952942749895,0
-5.470310573733199,0
3.5828403078699704,0
1.9456484683715327,1
1.9976331177868596,1
7.989952557941599,0
6.850478919961749,0
2.1796347506819598,1
-0.05902820386180663,1
2.263921901421292,1
4.108334491272492,1
12.6362377651749,0
8.1071637243483,0
-11.808767964557662,0
-10.429220669091887,0
-1.9525340257009711,0
5.983606718329755,0
2.754681573540082,1
13.512995475609001,0
3.2546966925904375,1
-5.197444291146938,0
2.3530249086192825,1
2.471453847121287,1
13.416705579046887,0
1.962217919126255,1
3.4318046943100704,1
2.1445624368765124,1
5.195727611924344,0
1.1581670130294477,1
1.552918270065149,1
1.5385825260405621,1
0.7033608569685945,1
7.47899479397834,0
-2.493481486135078,0
1.4000683021193217,1
-0.7442205893024876,1
8.392778511788034,0
6.302841835203355,0
2.549852997038024,1
-1.7336684634290087,0
2.5254996411639095,1
2.4260758743193676,1
1.5146398804289103,1
3.5647742769592696,0
12.463287025753687,0
-3.8171697155744013,0
-14.822533268505655,0
2.4685509720550094,1
3.0287289441782415,1
-20.501067948747917,0
-13.643484572892397,0
27.768262849603282,0
-9.107357199564772,0
10.184979410719425,0
-3.934126902382002,0
-16.7671582364236,0
1.35331923958511,0
3.0295329227619567,1
2.039923943556866,0
12.101685364857238,0
2.9170330493999286,1
14.614075557767418,0
14.344956124208387,0
4.231177586994189,1
24.731410023950378,0
-3.664952095926564,0
1.935560677489651,1
21.671421879921287,0
-8.594201520640972,0
-4.23890531893742,0
0.6464748039240509,1
-14.654137806617829,0
-7.8234476129422905,0
3.747203592474835,1
18.05475170182936,0
2.5658629103846535,1
4.576247475118286,1
3.3482770656187606,1
-6.563416385008907,0
-7.459464858335874,0
-0.09410268943680578,1
-0.5585882755349503,0
1.9932560068357497,1
2.562448247257991,1
16.544430209902487,0
2.895444635374103,1
1.4881187532433242,1
-0.687552472145498,0
-21.001387082073798,0
8.543256111001567,0
0.8252490003596518,1
-4.89762360406835,0
-28.021723889480494,0
2.009861619946106,1
-25.38134512391014,0
2.1549731740061406,1
39.31801257735762,0
16.518318530662263,0
2.4869070854046607,1
1.5026819408568324,0
1.803266853200297,1
11.09198129918477,0
3.3175381505979153,1
16.11759970653931,0
2.954953766536995,1
2.605606357378458,1
0.8427035107332619,1
18.773074192122333,0
2.0896215756103866,1
1.9400328367775876,1
15.55600816135534,0
-1.8900629764533488,0
20.075029441635706,0
8.754107165910154,0
18.713140498919138,0
-5.990058077690332,0
10.600566765095607,0
29.35029829057878,0
6.119390973421799,0
-26.72442857783802,0
7.758206224502501,0
31.579659671666533,0
17.955276382935722,0
11.588347593658925,0
1.5916889339938916,1
2.3301849761910476,1
4.1688853622857085,0
6.205884792630675,0
11.815259946747766,0
11.91781972939265,0
1.746000894294625,1
2.0427002979058235,1
2.3183240819181052,1
8.995266578222909,0
-1.1160172134543802,0
1.5035866432074645,1
3.191152942518682,1
3.482362020518031,0
-1.1191973359992162,0
-12.700928619337088,0
13.08413127528537,0
1.3038080394069647,1
39.65766513722075,0
0.8377810641913843,1
4.419285571535276,0
8.34950202607588,0
-25.432146882804552,0
1.645398423421857,1
8.572908657484366,0
1.1556467624534683,1
6.476287988178022,0
3.0279878237715905,1
20.273745429881526,0
19.76405682932887,0
-0.7591009843428309,1
2.088607797588803,1
1.527971789466224,1
3.417481228805844,1
-7.831198061995609,0
1.1644127723240227,1
2.560346678397874,1
-2.2324392953683505,0
4.134812234356472,0
-12.23904531999574,0
2.539336617406871,1
2.0397719456188828,1
4.2673335027891515,1
12.96164602091492,0
-10.53893318241638,0
3.0823532903106385,1
5.4783921495782755,0
1.8181685658944966,1
3.9478545968089565,0
1.7342212159519645,1
9.191975093611346,0
1.6782705869584875,0
-13.328237355734009,0
5.003412542961444,0
-19.089064373601616,0
5.188092311183853,0
1.8026903372812766,1
23.742674616934128,0
1.0631738710982028,1
-2.001829237002921,0
-1.1296663410315957,0
8.91414079203748,0
1.1326668082443236,1
3.3449398276858293,1
8.05596831444815,0
11.61352240052495,0
2.693035332960295,1
-16.06179980427229,0
2.4581888597362624,1
